,saleprice,overall_qual,gr_liv_area,garage_area,garage_cars,total_bsmt_sf,1st_flr_sf,year_built,year_remod/add,full_bath,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_GrnHill,neighborhood_IDOTRR,neighborhood_Landmrk,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker
1068,140750,6,1470,624.0,2.0,738.0,868,1922,1994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1069,204000,6,2299,482.0,2.0,938.0,957,1999,2003,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,222500,7,2035,434.0,2.0,884.0,884,2001,2001,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1071,134500,5,999,300.0,1.0,925.0,999,1962,1962,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1072,214000,8,1378,540.0,2.0,1378.0,1378,2004,2004,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1073,119900,5,1118,410.0,2.0,793.0,793,1939,1950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1074,118000,4,1440,0.0,0.0,1440.0,1440,1955,1955,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,135000,5,1134,254.0,1.0,1010.0,1134,1960,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1076,207000,6,1848,370.0,2.0,833.0,1053,1923,2000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1077,136500,6,1694,576.0,2.0,1181.0,1390,1925,1950,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1078,107900,4,901,281.0,1.0,901.0,901,1954,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1079,126000,6,1409,528.0,2.0,861.0,861,1938,1950,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,215000,6,1656,528.0,2.0,1080.0,1656,1960,1960,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1081,426000,10,2332,846.0,3.0,1682.0,1742,2007,2008,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1082,147000,5,1113,264.0,1.0,1113.0,1113,1950,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1083,147500,6,1232,440.0,2.0,816.0,1232,1916,2000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1084,383000,9,1950,706.0,3.0,1950.0,1950,2007,2007,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1085,241500,7,1872,604.0,2.0,1845.0,1872,1988,1988,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1086,147500,6,1264,400.0,2.0,676.0,676,1914,1995,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,355000,8,2500,683.0,3.0,1168.0,1168,2005,2005,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1088,109500,5,784,0.0,0.0,784.0,784,1924,1950,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,45000,2,612,308.0,1.0,0.0,612,1940,1950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1090,244400,7,2403,349.0,1.0,1032.0,1207,1940,1950,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091,167000,6,1644,418.0,2.0,1416.0,1644,1953,1953,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1092,200000,7,1729,542.0,2.0,860.0,860,2002,2002,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093,80000,5,879,180.0,1.0,830.0,879,1936,1950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1094,115000,5,864,572.0,2.0,864.0,864,1955,1990,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,139000,6,1196,297.0,1.0,1196.0,1196,1956,1956,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1096,149500,6,1400,440.0,2.0,672.0,672,1978,1978,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1097,108000,4,1510,296.0,1.0,755.0,755,1940,1950,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,106250,4,1294,0.0,0.0,0.0,694,1900,2000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1099,194000,7,1240,826.0,3.0,1240.0,1240,2006,2006,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,129500,5,988,624.0,2.0,988.0,988,1962,1962,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1101,126000,5,1560,792.0,3.0,1560.0,1560,1968,1968,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1102,120000,5,1368,195.0,1.0,1078.0,1368,1950,1950,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,213000,7,1484,606.0,2.0,1473.0,1484,2004,2005,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,190000,8,1226,484.0,2.0,1226.0,1226,1980,1980,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,183500,6,1169,402.0,2.0,1160.0,1169,1993,1994,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,172000,7,1651,276.0,1.0,725.0,1035,1963,1999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1107,100000,4,816,288.0,1.0,816.0,816,1938,1958,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,218836,7,1564,814.0,3.0,1564.0,1564,2007,2007,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,163000,6,1912,672.0,2.0,482.0,1221,1905,2000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1110,206580,7,1525,534.0,2.0,1510.0,1525,2006,2006,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,163990,6,1456,390.0,2.0,728.0,728,2005,2006,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,116500,5,1330,390.0,1.0,396.0,665,1910,2004,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,188000,7,1720,400.0,2.0,840.0,840,2002,2003,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,175000,5,1280,432.0,2.0,793.0,1280,1966,1966,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1115,182000,8,1179,480.0,2.0,1166.0,1179,1988,1988,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1116,103000,5,960,576.0,2.0,850.0,960,1926,1980,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1117,466500,10,2633,804.0,3.0,2633.0,2633,2001,2002,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1118,149500,6,988,297.0,1.0,988.0,988,1959,1998,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1119,142500,7,1055,319.0,1.0,1061.0,1055,1978,1978,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1120,136500,5,1422,352.0,1.0,1290.0,1422,1926,1950,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,137000,6,1320,484.0,2.0,630.0,630,1993,1994,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1122,226500,7,1688,528.0,2.0,1675.0,1688,1988,1988,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1123,171500,7,1341,506.0,2.0,1300.0,1341,1990,1990,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1124,132500,5,954,576.0,2.0,911.0,954,1976,1976,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,87500,3,1040,400.0,2.0,0.0,1040,1949,1950,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1126,223000,7,1789,546.0,2.0,858.0,872,2001,2001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1127,174000,6,1537,462.0,2.0,1319.0,1537,1962,2005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1128,142000,5,884,270.0,1.0,884.0,884,1951,1991,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1129,232600,8,1489,776.0,2.0,1489.0,1489,2006,2006,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1130,181000,6,1309,484.0,2.0,1040.0,1309,1974,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1131,151400,6,2521,576.0,2.0,942.0,1291,1973,1973,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132,250000,8,1634,866.0,3.0,1626.0,1634,2006,2006,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1133,196500,7,1714,496.0,2.0,980.0,980,1988,1988,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1134,185000,7,2454,576.0,2.0,819.0,1312,1879,1987,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1135,113000,6,1216,336.0,1.0,1216.0,1216,1969,1969,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1136,392000,8,1419,567.0,2.0,1419.0,1419,2007,2007,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1137,127500,6,980,0.0,0.0,945.0,980,1975,1975,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1138,177000,6,1573,440.0,2.0,756.0,769,2000,2000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1139,265000,6,2443,744.0,3.0,1158.0,1158,2004,2004,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1140,312500,8,2362,1105.0,2.0,1220.0,1220,1998,1998,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1141,325000,10,2775,880.0,2.0,1237.0,1521,1893,2000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1142,275000,8,2014,864.0,3.0,2014.0,2014,1980,1980,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1143,290000,7,2520,721.0,3.0,1203.0,1214,1995,1995,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1144,169000,6,1494,461.0,2.0,1208.0,1494,1974,2002,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1145,89000,5,616,205.0,1.0,616.0,616,1921,1950,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1146,180400,6,1465,393.0,2.0,789.0,789,1998,1998,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,284000,8,1629,880.0,3.0,3206.0,1629,2003,2004,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1148,114500,5,912,275.0,1.0,912.0,912,1958,1958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1149,212900,7,1552,782.0,3.0,1552.0,1552,2005,2006,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,187100,7,1430,605.0,2.0,1413.0,1430,2001,2002,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,176000,6,1458,440.0,2.0,729.0,729,1999,1999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1152,215000,6,1488,552.0,2.0,1488.0,1488,1968,1968,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1153,185900,7,1582,520.0,2.0,770.0,770,2004,2004,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1154,120500,4,864,660.0,2.0,864.0,864,1970,1970,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1155,192140,5,1838,372.0,2.0,732.0,734,2005,2005,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1156,130500,5,816,264.0,1.0,816.0,816,1982,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1157,98000,4,1529,240.0,1.0,0.0,1088,1945,1950,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1158,475000,9,2276,1348.0,3.0,2271.0,2276,2008,2008,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1159,67000,5,1077,338.0,1.0,961.0,1077,1920,1950,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1160,325624,8,2161,789.0,3.0,1582.0,1610,2007,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1161,245000,7,1409,576.0,2.0,1409.0,1409,2002,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1162,159000,5,1114,576.0,2.0,1114.0,1114,2004,2004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1163,156000,5,1073,515.0,2.0,1073.0,1073,1965,1965,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1164,555000,10,2402,672.0,3.0,3094.0,2402,2008,2008,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1165,162500,6,1232,516.0,2.0,1232.0,1232,1984,1984,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1166,224500,6,1440,920.0,4.0,1344.0,1440,1993,1993,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1167,133000,6,1488,738.0,2.0,1488.0,1488,1950,1950,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1168,180000,7,1509,393.0,2.0,783.0,807,2003,2003,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1169,134500,5,845,264.0,1.0,845.0,845,1982,2005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1170,438780,10,2945,641.0,3.0,1410.0,1426,2006,2006,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1171,165000,6,1431,296.0,1.0,1099.0,1431,1962,1962,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1172,100000,5,892,288.0,1.0,892.0,892,1967,1967,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1173,176000,7,1329,441.0,2.0,1329.0,1329,1960,1960,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1174,170000,5,1779,454.0,2.0,1763.0,1779,1955,1974,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1175,174000,7,1555,660.0,3.0,1373.0,1555,2007,2007,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1176,127000,6,1236,384.0,1.0,768.0,788,1925,1950,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,185900,7,1651,450.0,2.0,831.0,873,1999,1999,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,91300,5,886,273.0,1.0,190.0,886,1938,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1179,200000,6,1700,544.0,2.0,1682.0,1700,2003,2003,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,143000,6,1846,315.0,1.0,1040.0,1168,1949,1950,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1181,172500,5,1920,451.0,2.0,1052.0,1252,1958,1958,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1182,110000,4,1088,520.0,2.0,1088.0,1088,1963,1963,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1183,140000,4,1362,768.0,3.0,1040.0,1362,1957,1957,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1184,176432,6,1314,440.0,2.0,1314.0,1314,2006,2006,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,179200,6,1294,496.0,2.0,1278.0,1294,1991,1991,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1186,203000,7,1274,508.0,2.0,1274.0,1274,2005,2007,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1187,248328,7,1689,954.0,3.0,1689.0,1689,2007,2007,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1188,316500,9,1641,885.0,3.0,1641.0,1641,2008,2008,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1189,125600,7,1079,249.0,1.0,570.0,617,1948,1950,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1190,110000,5,984,308.0,1.0,984.0,984,1959,1959,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1191,108500,4,960,308.0,1.0,960.0,960,1920,1950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1192,55993,5,1044,504.0,2.0,540.0,1044,1952,1952,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,129000,5,1633,240.0,1.0,1027.0,1027,1948,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1194,176000,6,1137,551.0,2.0,1112.0,1137,1987,1987,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1195,154000,6,1380,364.0,1.0,1380.0,1380,1963,1963,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1196,180000,6,1256,578.0,2.0,1256.0,1256,1986,1986,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1197,134000,5,1142,528.0,2.0,1142.0,1142,1976,1976,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,243000,6,2158,576.0,2.0,1202.0,2158,1950,2001,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,270000,8,1629,808.0,3.0,1616.0,1629,2002,2003,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1200,134000,6,1080,484.0,2.0,1084.0,1080,1983,1983,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,260000,7,2646,656.0,3.0,1347.0,1372,1993,1993,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1202,168675,7,1491,484.0,2.0,738.0,738,2006,2006,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,160000,6,1694,398.0,2.0,392.0,924,1994,1994,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,95000,5,1080,0.0,0.0,684.0,684,1890,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1205,173000,6,1422,440.0,2.0,704.0,704,2005,2006,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,187750,7,1301,572.0,2.0,1293.0,1301,2006,2006,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1207,215000,7,2093,542.0,2.0,791.0,1236,1986,1991,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1208,120000,5,1073,270.0,1.0,1073.0,1073,1967,1967,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1209,249000,7,1506,672.0,2.0,1494.0,1506,2005,2006,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1210,164500,7,1334,477.0,2.0,1334.0,1334,1967,1967,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1211,230000,7,1295,312.0,1.0,0.0,1295,1986,1986,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1212,140000,7,1344,456.0,2.0,672.0,672,1929,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1213,118900,5,732,240.0,1.0,732.0,732,1952,1952,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1214,239900,8,1468,904.0,3.0,1468.0,1468,2008,2008,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1215,146300,6,1069,440.0,2.0,1069.0,1069,1975,1975,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1216,124000,5,1040,499.0,2.0,1040.0,1040,1975,1975,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1217,130000,5,999,308.0,1.0,925.0,999,1963,1963,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1218,179000,7,1349,539.0,2.0,1349.0,1349,2000,2001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1219,180500,7,1442,500.0,2.0,1424.0,1442,1990,1990,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1220,80000,4,747,220.0,1.0,747.0,747,1945,1950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1221,287090,8,1578,840.0,3.0,1573.0,1578,2008,2009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
